Company,Loan ID,True Payment Date,True Devolution,True Total Payment,True Payment Currency,True Principal Payment,True Interest Payment,True Fee Payment,True Other Payment,True Tax Payment,True Fee Tax Payment,True Rebates,True Outstanding Loan Value,True Payment Status
ABF,DSB1121-003,2023-12-06,19.33,235.2,USD,197.6,14.11,2.05,,1.83,0.27,0.0,0,Prepayment
ABF,DSB2630-001,2025-03-17,7.3,834.95,USD,699.71,104.37,8.85,,13.57,1.15,0.0,0,Late
ABF,DSB1464-001,2024-04-23,13.48,482.36,USD,400.01,52.09,8.85,,6.77,1.15,0.0,0,Prepayment
ABF,DSB1477-001,2024-04-23,0,333.75,USD,284.81,30.04,13.27,,3.9,1.73,0.0,677.57,Prepayment
ABF,DSB1054-004,2023-11-08,43.39,414.05,USD,347.94,16.56,3.54,,2.15,0.46,0.0,0,On Time
ABF,DSB2336-001,2024-12-13,86.92,"1,799.64",USD,"1,514.7",161.97,13.27,,21.06,1.73,0.0,0,Late
ABF,DSB2470-001,2025-02-07,0,200,USD,178.89,18,0.68,,2.34,0.09,0.0,2.34,Late
ABF,DSB2509-003,2025-01-03,11.8,407.37,USD,369.06,22,1.46,,2.86,0.19,0.0,0,Prepayment
ABF,DSB2218-012,2024-10-21,31.08,349.3,USD,296.23,18.86,0.6,,2.45,0.08,0.0,0,Late
ABF,DSB0680-011,2023-08-24,38.33,430.85,USD,364.25,23.27,1.75,,3.02,0.23,0.0,0,On Time
ABF,DSB1005-002,2023-11-10,43.73,532,USD,446.76,31.92,4.81,,4.15,0.63,0.0,0,On Time
ABF,DSB2695-003,2025-03-14,135.53,"1,523.24",USD,"1,289.67",82.25,4.5,,10.69,0.59,0.0,0,Late
ABF,DSB2994-002,2025-07-04,0,279.18,USD,246.62,16.75,12.06,,2.18,1.57,0.0,"2,559.67",On Time
ABF,DSB0733-002,2023-09-30,0,"5,947.2",USD,"5,328.25",535.25,12.5,,69.58,1.62,0.0,69.58,Prepayment
ABF,DSB0742-007,2023-08-29,60.01,730,USD,617.84,43.8,2.35,,5.69,0.31,0.0,0,On Time
ABF,DSB0799-001,2023-10-06,15.46,"1,610.25",USD,"1,439.97",128.82,8.19,,16.75,1.06,0.0,0,On Time
ABF,DSB0061-001,2023-03-07,10.7,"1,115.99",USD,989.4,89.28,13.27,,11.61,1.73,0.0,0,On Time
ABF,DSB2257-006,2024-10-25,3.2,36.05,USD,30.51,1.95,0.12,,0.25,0.02,0.0,0,On Time
ABF,DSB2320-001,2024-10-25,"1,613.48","15,395.76",USD,"13,026.39",615.83,53.1,,80.06,6.9,0.0,0,Prepayment
ABF,DSB1676-001,2024-06-12,82.05,"2,217.6",USD,"1,869.96",221.76,13.27,,28.83,1.73,0.0,0,On Time
ABF,DSB1457-001,2024-03-21,37.25,542.74,USD,459.34,39.08,1.76,,5.08,0.23,0.0,0,On Time
ABF,DSB0250-002,2023-04-10,19.12,387.82,USD,347.99,13.96,4.36,,1.81,0.57,0.0,0,Prepayment
ABF,DSB2288-028,2024-11-11,27.29,397.57,USD,336.54,28.63,1.23,,3.72,0.16,0.0,0,Late
ABF,DSB2288-058,2024-11-11,70.92,"1,033.39",USD,874.77,74.4,3.2,,9.67,0.42,0.0,0,Late
ABF,DSB1418-017,2024-03-15,1.23,18.08,USD,15.32,1.3,0.05,,0.17,0.01,0.0,0,On Time
ABF,DSB1475-001,2024-03-15,60.79,739.48,USD,623.93,44.37,4.09,,5.77,0.53,0.0,0,On Time
ABF,DSB1542-002,2024-03-15,43.98,470.4,USD,394.08,23.52,5.1,,3.06,0.66,0.0,0,Late
ABF,DSB0264-005,2023-04-21,50.63,568.98,USD,481.62,30.72,1.78,,3.99,0.23,0.0,0,On Time
ABF,DSB0319-014,2023-05-19,48.91,712.53,USD,602.99,51.3,2.35,,6.67,0.31,0.0,0,On Time
ABF,DSB1418-049,2024-02-26,8.84,99.32,USD,84.13,5.36,0.26,,0.7,0.03,0.0,0,On Time
ABF,DSB0227-001,2023-04-27,740.86,"12,430.52",USD,"10,517.94",994.44,42.48,,129.28,5.52,0.0,0,Prepayment
ABF,DSB0215-002,2023-03-20,30.36,615.66,USD,556.94,22.16,2.93,,2.88,0.38,0.0,0,Prepayment
ABF,DSB1043-001,2023-11-24,19.35,217.59,USD,184.21,11.75,0.66,,1.53,0.09,0.0,0,On Time
ABF,DSB1098-002,2023-11-24,106.06,"1,011.99",USD,852.96,40.48,6.4,,5.26,0.83,0.0,0,On Time
ABF,DSB2731-005,2025-04-11,2.07,504,USD,456.42,38.3,1.97,,4.98,0.26,0.0,0,Prepayment
ABF,DSB0072-001,2023-03-18,13.03,352.26,USD,295.57,35.23,3.41,,4.58,0.44,0.0,0,On Time
ABF,DSB0498-005,2023-07-05,12.46,139.98,USD,118.18,7.56,0.71,,0.98,0.09,0.0,0,Prepayment
ABF,DSB2841-005,2025-05-23,32.46,672,USD,568.17,60.48,2.68,,7.86,0.35,0.0,0,Prepayment
ABF,DSB0049-001,2023-02-15,165.88,"1,582.83",USD,"1,330.41",63.31,13.27,,8.23,1.73,0.0,0,On Time
ABF,DSB0481-001,2023-06-06,48.97,523.82,USD,435.25,26.19,8.85,,3.4,1.15,0.0,0,Prepayment
ABF,DSB0871-001,2023-09-22,199.12,"1,900",USD,"1,604.61",76,9.19,,9.88,1.2,0.0,0,On Time
ABF,DSB0271-001,2023-04-13,14.55,138.88,USD,116.23,5.56,1.61,,0.72,0.21,0.0,0,Prepayment
ABF,DSB0226-002,2023-04-13,56.2,683.65,USD,575.89,41.02,4.61,,5.33,0.6,0.0,0,On Time
ABF,DSB0889-002,2023-09-13,129.54,"1,064",USD,894.93,26.6,8.38,,3.46,1.09,0.0,0,Prepayment
ABF,DSB2394-067,2024-12-06,11.43,128.46,USD,108.81,6.94,0.34,,0.9,0.04,0.0,0,On Time
ABF,DSB0258-001,2023-04-14,102.97,982.52,USD,825.79,39.3,8.27,,5.11,1.08,0.0,0,On Time
ABF,DSB0228-006,2023-04-14,8.04,90.4,USD,76.45,4.88,0.35,,0.63,0.04,0.0,0,On Time
ABF,DSB0201-005,2023-04-14,8.16,"1,982.4",USD,"1,799.49",150.66,3.98,,19.59,0.52,0.0,0,On Time
ABF,DSB2207-001,2024-12-18,0,"4,770.13",USD,"3,961.59",715.52,0.0,,93.02,0,0.0,185.86,Late
ABF,DSB1905-001,2024-08-16,0,"2,658.53",USD,"2,376.16",239.27,10.62,,31.1,1.38,0.0,59.74,Late
ABF,DSB1369-001,2024-02-06,41.97,851.2,USD,771.77,30.64,2.5,,3.98,0.33,0.0,0,On Time
ABF,DSB2804-023,2025-04-25,4.94,72.1,USD,61.02,5.19,0.24,,0.67,0.03,0.0,0,On Time
ABF,DSB1662-002,2024-04-18,13.22,141.25,USD,118.03,7.06,1.79,,0.92,0.23,0.0,0,On Time
ABF,DSB1280-001,2024-01-04,840.68,"8,021.73",USD,"6,788.47",320.87,26.55,,41.71,3.45,0.0,0,Prepayment
ABF,DSB1400-001,2024-02-09,146.45,"1,339.62",USD,"1,129.25",48.23,8.34,,6.27,1.08,0.0,0,On Time
ABF,DSB1763-001,2024-05-09,286.22,"4,635.27",USD,"4,203.1",115.88,13.27,,15.06,1.73,0.0,0,On Time
ABF,DSB2401-002,2024-12-30,2.7,309,USD,259.98,38.63,2.36,,5.02,0.31,0.0,0,Prepayment
ABF,DSB1678-001,2024-05-27,8.71,"2,115",USD,"1,915.39",160.74,8.19,,20.9,1.07,0.0,0,On Time
ABF,DSB2958-004,2025-06-18,329.48,"3,577.21",USD,"3,029.44",193.17,0.0,,25.11,0,0.0,0,Prepayment
ABF,DSB1500-019,2024-02-21,13.21,108.48,USD,91.88,2.71,0.29,,0.35,0.04,0.0,0,On Time
ABF,DSB1436-006,2024-02-21,45.21,517.35,USD,451.1,18.62,0.0,,2.42,0,0.0,0,Prepayment
ABF,DSB1912-010,2024-07-18,74.74,840,USD,710.9,45.36,2.74,,5.9,0.36,0.0,0,Prepayment
ABF,DSB2102-007,2024-09-09,4.12,46.35,USD,39.24,2.5,0.14,,0.33,0.02,0.0,0,On Time
ABF,DSB2102-004,2024-09-09,50.75,570.31,USD,482.82,30.8,1.72,,4,0.22,0.0,0,On Time
ABF,DSB2123-014,2024-09-09,10.59,119.09,USD,100.9,6.43,0.29,,0.84,0.04,0.0,0,On Time
ABF,DSB0963-005,2023-11-03,10.56,118.65,USD,100.39,6.41,0.41,,0.83,0.05,0.0,0,On Time
ABF,DSB3004-003,2025-06-30,65.81,739.63,USD,625.4,39.94,2.91,,5.19,0.38,0.0,0,Late
ABF,DSB1090-006,2023-12-19,3.85,64.41,USD,54.29,5.15,0.4,,0.67,0.05,0.0,0,On Time
ABF,DSB2872-001,2025-06-10,14.86,824.32,USD,693.03,103.04,0.0,,13.4,0,0.0,0,Late
ABF,DSB0672-002,2023-08-21,217.4,"2,443.22",USD,"2,068.35",131.93,7.42,,17.15,0.96,0.0,0,Prepayment
ABF,DSB0680-002,2023-08-21,72.7,817.08,USD,690.78,44.12,3.31,,5.74,0.43,0.0,0,Prepayment
ABF,DSB0655-009,2023-08-21,100.83,"1,469",USD,"1,240.13",105.77,7.54,,13.75,0.98,0.0,0,Prepayment
ABF,DSB1523-024,2024-04-15,52.73,768.2,USD,649.95,55.31,2.67,,7.19,0.35,0.0,0,Prepayment
ABF,DSB2202-026,2024-11-12,0,703.23,USD,631.71,63.29,0.0,,8.23,0,0.0,33.54,Late
ABF,DSB0571-001,2023-08-07,15.45,"1,610.25",USD,"1,434.23",128.82,13.27,,16.75,1.73,0.0,0,Prepayment
ABF,DSB1099-005,2023-12-08,21.5,741.72,USD,671.48,40.05,3.08,,5.21,0.4,0.0,0,Prepayment
ABF,DSB0567-001,2023-07-25,8.19,92,USD,77.82,4.97,0.34,,0.65,0.04,0.0,0,On Time
ABF,DSB2394-035,2024-11-28,84.86,953.7,USD,807.8,51.5,2.52,,6.69,0.33,0.0,0,Prepayment
ABF,DSB0317-006,2023-05-02,17.24,193.73,USD,163.94,10.46,0.65,,1.36,0.08,0.0,0,Prepayment
ABF,DSB0148-002,2023-03-21,207.95,"2,337.01",USD,"1,973.95",126.2,11.07,,16.41,1.44,0.0,0,Prepayment
ABF,DSB0157-003,2023-03-24,4.53,50.85,USD,43.06,2.75,0.14,,0.36,0.02,0.0,0,On Time
ABF,DSB2845-002,2025-06-09,0,"1,688",USD,"1,448.4",202.56,9.48,,26.33,1.23,0.0,825.69,Late
ABF,DSB0561-014,2023-07-14,30.02,337.38,USD,285.21,18.22,1.38,,2.37,0.18,0.0,0,On Time
ABF,DSB0512-001,2023-07-14,16.16,271.2,USD,228.69,21.7,1.62,,2.82,0.21,0.0,0,On Time
ABF,DSB1942-002,2024-07-05,53.83,"1,091.47",USD,988.75,39.29,3.97,,5.11,0.52,0.0,0,Prepayment
ABF,DSB2602-001,2025-01-09,71.22,585,USD,492.19,14.63,4.48,,1.9,0.58,0.0,0,Prepayment
ABF,DSB0456-012,2023-06-23,1.72,19.37,USD,16.37,1.05,0.09,,0.14,0.01,0.0,0,On Time
ABF,DSB2373-002,2024-11-22,7.27,81.72,USD,69.3,4.41,0.14,,0.57,0.02,0.0,0,On Time
ABF,DSB0359-001,2023-07-18,0,"2,000",USD,"1,683.6",280,0.0,,36.4,0,0.0,"2,425.36",Prepayment
ABF,DSB0125-003,2023-03-16,2.06,31.64,USD,26.23,2.37,0.59,,0.31,0.08,0.0,0,On Time
ABF,DSB1373-006,2024-03-11,10.01,270.3,USD,228.5,27.03,1.11,,3.51,0.14,0.0,0,Prepayment
ABF,DSB1985-002,2024-07-30,59.72,"2,060.8",USD,"1,867.44",111.28,6.98,,14.47,0.91,0.0,0,Prepayment
ABF,DSB0243-006,2023-04-24,19.97,242.95,USD,203.66,14.58,2.52,,1.9,0.33,0.0,0,On Time
ABF,DSB1167-003,2024-01-27,2.16,247.2,USD,209.28,30.9,0.74,,4.02,0.1,0.0,0,On Time
ABF,DSB1792-032,2024-06-10,15.24,171.36,USD,145.05,9.25,0.54,,1.2,0.07,0.0,0,On Time
ABF,DSB3048-001,2025-07-24,0,"2,162.02",USD,"2,016.99",76.45,51.89,,9.94,6.75,0.0,0,Prepayment
ABF,DSB1818-001,2024-05-18,4.13,33.9,USD,28.36,0.85,0.4,,0.11,0.05,0.0,0,Late
ABF,DSB2709-001,2025-05-08,83.07,"10,901.74",USD,"9,218.48","1,373.62",42.48,,178.57,5.52,0.0,0,Prepayment
ABF,DSB0225-004,2023-04-04,108.89,995.94,USD,841.4,35.85,4.55,,4.66,0.59,0.0,0,On Time
ABF,DSB0633-004,2023-10-26,0,567.84,USD,466.55,85.18,4.46,,11.07,0.58,0.0,11.07,On Time
ABF,DSB0797-007,2023-09-16,14.91,181.44,USD,153.48,10.89,0.66,,1.42,0.09,0.0,0,Prepayment
ABF,DSB2764-005,2025-02-24,276.84,"4,483.41",USD,"4,060.37",112.09,17.29,,14.57,2.25,0.0,0,Prepayment
ABF,DSB1033-003,2023-10-27,130.42,"1,071.24",USD,903.98,26.78,5.82,,3.48,0.76,0.0,0,On Time
ABF,DSB0828-007,2023-09-01,5.62,46.1,USD,38.58,1.15,0.53,,0.15,0.07,0.0,0,On Time
ABF,DSB2552-037,2025-01-17,8.71,97.85,USD,82.85,5.28,0.28,,0.69,0.04,0.0,0,Late
ABF,DSB1081-008,2023-11-30,51.27,576.23,USD,487.37,31.12,2.15,,4.05,0.28,0.0,0,Prepayment
ABF,DSB2291-003,2024-12-16,23.39,"1,624",USD,"1,373.06",194.88,6.5,,25.33,0.84,0.0,0,Late
ABF,DSB2679-003,2025-03-12,0,277.04,USD,250.92,19.95,3.17,,2.59,0.41,0.0,563.81,Prepayment
ABF,DSB0444-009,2023-06-22,9.16,102.95,USD,86.95,5.56,0.5,,0.72,0.06,0.0,0,On Time
ABF,DSB0437-001,2023-06-22,43.58,667.96,USD,557.77,50.1,8.85,,6.51,1.15,0.0,0,On Time
ABF,DSB1132-001,2024-01-22,0,"3,547.07",USD,"2,930.84",532.06,13.27,,69.17,1.73,0.0,69.17,Prepayment
ABF,DSB0342-001,2023-05-12,220.04,"2,472.96",USD,"2,093.17",133.54,7.83,,17.36,1.02,0.0,0,On Time
ABF,DSB1924-003,2024-11-04,0,"1,222.17",USD,"1,015.01",183.33,0.0,,23.83,0,0.0,483.09,Late
ABF,DSB2808-001,2025-04-03,221.32,"2,111.85",USD,"1,784.02",84.47,9.78,,10.98,1.27,0.0,0,Prepayment
ABF,DSB2829-007,2025-05-26,5.92,122.4,USD,103.57,11.02,0.41,,1.43,0.05,0.0,0,Late
ABF,DSB2865-001,2025-05-26,85.32,"1,243",USD,"1,049.3",89.5,6.42,,11.63,0.83,0.0,0,Late
ABF,DSB2829-045,2025-05-26,10.75,222.6,USD,188.36,20.03,0.75,,2.6,0.1,0.0,0,Late
ABF,DSB2895-008,2025-05-26,241.31,"2,712",USD,"2,296.4",146.45,7.79,,19.04,1.01,0.0,0,Prepayment
ABF,DSB0293-009,2023-05-05,43.37,487.36,USD,412.23,26.32,1.79,,3.42,0.23,0.0,0,On Time
ABF,DSB0260-010,2023-05-05,97.53,"1,420.83",USD,"1,202.49",102.3,4.61,,13.3,0.6,0.0,0,On Time
ABF,DSB1960-001,2024-09-02,18.9,74.32,USD,47.86,6.69,0.0,,0.87,0,0.0,0,Late
ABF,DSB2025-025,2024-08-07,7.32,66.95,USD,56.67,2.41,0.21,,0.31,0.03,0.0,0,Prepayment
ABF,DSB2025-058,2024-08-07,33.1,302.7,USD,256.21,10.9,0.96,,1.42,0.12,0.0,0,Prepayment
ABF,DSB2394-001,2024-12-27,1.53,31.64,USD,26.8,2.85,0.08,,0.37,0.01,0.0,0,Late
ABF,DSB2525-019,2025-01-13,6.41,72.1,USD,61.05,3.89,0.21,,0.51,0.03,0.0,0,Late
ABF,DSB2525-042,2025-01-13,55.36,622.2,USD,526.86,33.6,1.78,,4.37,0.23,0.0,0,Late
ABF,DSB2569-002,2025-01-20,0,369,USD,339.47,19.93,6.2,,2.59,0.81,0.0,902.18,Late
ABF,DSB2742-001,2025-04-08,0,"2,832.07",USD,"2,497.05",283.21,13.27,,36.82,1.73,0.0,436.63,Late
ABF,DSB1220-041,2023-12-29,28.06,256.63,USD,217.14,9.24,0.88,,1.2,0.11,0.0,0,On Time
ABF,DSB1860-014,2024-07-08,5.95,66.95,USD,56.64,3.62,0.24,,0.47,0.03,0.0,0,On Time
ABF,DSB1860-036,2024-07-08,7.79,87.55,USD,74.07,4.73,0.31,,0.61,0.04,0.0,0,On Time
ABF,DSB1809-001,2024-07-08,54.35,880.76,USD,726.88,88.08,0.0,,11.45,0,0.0,0,Prepayment
ABF,DSB0851-003,2023-09-08,8.81,72.32,USD,60.42,1.81,0.93,,0.24,0.12,0.0,0,On Time
ABF,DSB0065-009,2023-02-25,18.67,209.82,USD,177.5,11.33,0.75,,1.47,0.1,0.0,0,On Time
ABF,DSB1498-003,2024-04-05,7.05,"1,710.66",USD,"1,547.87",130.01,7.81,,16.9,1.02,0.0,0,Prepayment
ABF,DSB1159-001,2024-07-09,0,"1,195.9",USD,"1,074.28",107.63,0.0,,13.99,0,0.0,"33,768.25",Prepayment
ABF,DSB2597-010,2025-01-10,0,383.96,USD,365.23,13.82,2.75,,1.8,0.36,0.0,345.67,Prepayment
ABF,DSB2546-001,2025-01-10,103.15,"1,159.21",USD,980.35,62.6,4.41,,8.14,0.57,0.0,0,On Time
ABF,DSB2334-005,2024-12-20,44.66,696.05,USD,580.6,62.64,0.0,,8.14,0,0.0,0,Late
ABF,DSB0065-001,2023-02-21,6.37,71.5,USD,60.49,3.86,0.25,,0.5,0.03,0.0,0,Prepayment
ABF,DSB2139-002,2024-09-23,195.4,"2,994.5",USD,"2,531.37",224.59,12.35,,29.2,1.6,0.0,0,Prepayment
ABF,DSB2201-001,2024-09-23,52.36,560,USD,466,28,8.85,,3.64,1.15,0.0,0,Prepayment
ABF,DSB2160-003,2024-09-23,4.13,46.35,USD,39.22,2.5,0.15,,0.33,0.02,0.0,0,On Time
ABF,DSB2160-037,2024-09-23,3.2,36.05,USD,30.51,1.95,0.12,,0.25,0.02,0.0,0,On Time
ABF,DSB2810-001,2025-04-14,290.15,"4,446.8",USD,"3,764.78",333.51,13.27,,43.36,1.73,0.0,0,Late
ABF,DSB2153-001,2024-10-07,84.81,"1,235.5",USD,"1,042.15",88.96,7.1,,11.56,0.92,0.0,0,Prepayment
ABF,DSB1552-001,2024-04-23,32.1,467.74,USD,395.23,33.68,2.08,,4.38,0.27,0.0,0,Prepayment
ABF,DSB2443-049,2024-12-13,10.89,122.4,USD,103.66,6.61,0.34,,0.86,0.04,0.0,0,On Time
ABF,DSB1124-005,2023-11-23,220.95,"4,480",USD,"4,057.85",161.28,16.77,,20.97,2.18,0.0,0,Prepayment
ABF,DSB0981-001,2023-11-23,0,"6,348.76",USD,"5,746.54",482.51,50.43,,62.73,6.56,0.0,"17,046.94",Prepayment
ABF,DSB0629-001,2023-08-26,9.6,"1,000",USD,894.36,80,4.99,,10.4,0.65,0.0,0,On Time
ABF,DSB2324-001,2025-01-03,16.89,"2,217.15",USD,"1,873.62",279.36,9.7,,36.32,1.26,0.0,0,Late
ABF,DSB2019-031,2024-08-20,43.4,632.17,USD,535.22,45.52,1.88,,5.92,0.24,0.0,0,Late
ABF,DSB2019-004,2024-08-20,2,29.17,USD,24.7,2.1,0.09,,0.27,0.01,0.0,0,Late
ABF,DSB2019-016,2024-08-20,88.41,"1,288.2",USD,"1,090.65",92.75,3.83,,12.06,0.5,0.0,0,Late
ABF,DSB0128-004,2023-03-17,12.05,135.48,USD,114.35,7.32,0.72,,0.95,0.09,0.0,0,On Time
ABF,DSB1854-001,2024-07-16,76.88,"1,120",USD,948,80.64,3.54,,10.48,0.46,0.0,0,On Time
ABF,DSB0009-001,2023-02-04,53.86,655.2,USD,546.92,39.31,8.85,,5.11,1.15,0.0,0,On Time
ABF,DSB0921-001,2023-10-06,371.72,"3,547.06",USD,"3,000.01",141.88,13.27,,18.44,1.73,0.0,0,On Time
ABF,DSB1909-068,2024-07-15,56.27,632.4,USD,535.77,34.15,1.57,,4.44,0.2,0.0,0,Late
ABF,DSB1909-072,2024-07-15,13.29,149.34,USD,126.52,8.06,0.37,,1.05,0.05,0.0,0,Late
ABF,DSB0102-006,2023-03-07,43.46,488.5,USD,413.26,26.38,1.74,,3.43,0.23,0.0,0,On Time
ABF,DSB0064-001,2023-03-07,22.79,616,USD,515.8,61.6,6.9,,8.01,0.9,0.0,0,On Time
ABF,DSB0119-001,2023-03-07,167.26,"5,771.8",USD,"5,230.68",311.68,19.17,,40.52,2.49,0.0,0,On Time
ABF,DSB0729-001,2023-08-28,168.31,"2,047.72",USD,"1,725.57",122.86,13.27,,15.97,1.73,0.0,0,Prepayment
ABF,DSB2909-009,2025-07-14,5.12,673.2,USD,570,84.82,1.97,,11.03,0.26,0.0,0,Late
ABF,DSB0680-013,2023-08-11,195.19,"1,785.42",USD,"1,509.43",64.28,7.23,,8.36,0.94,0.0,0,On Time
ABF,DSB2564-004,2025-01-28,0.92,224.53,USD,203.02,17.06,1.16,,2.22,0.15,0.0,0,Late
ABF,DSB2581-003,2025-02-06,3.52,853.15,USD,773.25,64.84,2.75,,8.43,0.36,0.0,0,Prepayment
ABF,DSB1227-009,2024-01-16,172.29,"2,510.05",USD,"2,125.85",180.72,6.81,,23.49,0.88,0.0,0,Prepayment
ABF,DSB2233-001,2024-10-10,134.24,"2,721.6",USD,"2,464.5",97.98,10.75,,12.74,1.4,0.0,0,Prepayment
ABF,DSB2288-052,2024-11-11,12.96,188.7,USD,159.73,13.59,0.58,,1.77,0.08,0.0,0,Late
ABF,DSB2288-014,2024-11-11,39.14,570.31,USD,482.77,41.06,1.77,,5.34,0.23,0.0,0,Late
ABF,DSB2288-041,2024-11-11,46.52,677.66,USD,573.64,48.79,2.1,,6.34,0.27,0.0,0,Late
ABF,DSB2288-013,2024-11-11,4.59,66.95,USD,56.67,4.82,0.21,,0.63,0.03,0.0,0,Late
ABF,DSB1458-005,2024-03-15,7.79,87.55,USD,74.14,4.73,0.25,,0.61,0.03,0.0,0,On Time
ABF,DSB1051-002,2023-11-14,246.6,"5,000",USD,"4,532.15",180,15.8,,23.4,2.05,0.0,0,On Time
ABF,DSB2835-001,2025-07-08,0,904.32,USD,736.04,135.65,13.27,,17.63,1.73,0.0,"1,305.28",Late
ABF,DSB0736-003,2023-09-11,52.86,770.1,USD,651.52,55.45,2.71,,7.21,0.35,0.0,0,On Time
ABF,DSB2172-004,2025-01-16,0,"1,334.87",USD,"1,108.61",200.23,0.0,,26.03,0,0.0,32.55,Late
ABF,DSB2958-004,2025-05-23,0,91.85,USD,78.12,2.3,9.86,,0.3,1.28,0.0,"3,029.44",Prepayment
ABF,DSB0418-005,2023-06-14,129.89,"1,459.7",USD,"1,233",78.82,6.85,,10.25,0.89,0.0,0,On Time
ABF,DSB1642-003,2024-05-06,21,236.04,USD,199.83,12.75,0.72,,1.66,0.09,0.0,0,On Time
ABF,DSB2705-001,2025-03-11,69.71,"1,068.46",USD,893.2,80.13,13.27,,10.42,1.73,0.0,0,Late
ABF,DSB2566-003,2025-03-11,0,3.04,USD,2.73,0.27,0.0,,0.04,0,0.0,3.04,Late
ABF,DSB1365-028,2024-02-12,114.62,"1,288.2",USD,"1,090.09",69.56,4.32,,9.04,0.56,0.0,0,Prepayment
ABF,DSB1406-001,2024-02-12,10.53,100.57,USD,84.81,4.02,0.6,,0.52,0.08,0.0,0,Prepayment
ABF,DSB1365-011,2024-02-12,5.49,61.8,USD,52.3,3.34,0.21,,0.43,0.03,0.0,0,Prepayment
ABF,DSB2032-004,2024-08-16,31.88,"1,100",USD,996.67,59.4,3.83,,7.72,0.5,0.0,0,Late
ABF,DSB0112-001,2023-02-24,"2,506.57","23,917.66",USD,"20,245.01",956.71,75.22,,124.37,9.78,0.0,0,On Time
ABF,DSB1461-001,2024-02-16,725.17,"10,106.87",USD,"9,048.18",252.67,42.48,,32.85,5.52,0.0,0,On Time
ABF,DSB2622-007,2025-02-14,8.71,97.85,USD,82.8,5.28,0.33,,0.69,0.04,0.0,0,On Time
ABF,DSB2622-034,2025-02-14,11.34,127.5,USD,107.89,6.88,0.43,,0.9,0.06,0.0,0,On Time
ABF,DSB2622-021,2025-02-14,29.41,330.51,USD,279.66,17.85,1.12,,2.32,0.15,0.0,0,On Time
ABF,DSB2622-038,2025-02-14,48.1,540.6,USD,457.43,29.19,1.84,,3.8,0.24,0.0,0,On Time
ABF,DSB0301-001,2025-01-02,0,136.74,USD,113.56,20.51,0.0,,2.67,0,0.0,703.69,Late
ABF,DSB0888-001,2023-10-04,"1,404.04","13,397.32",USD,"11,339.72",535.89,42.48,,69.67,5.52,0.0,0,Prepayment
ABF,DSB1939-004,2024-09-26,0,24.24,USD,21.77,2.18,0.0,,0.28,0,0.0,0.9,Prepayment
ABF,DSB1963-002,2024-10-03,0,16.44,USD,13.84,2.3,0.0,,0.3,0,0.0,71.59,Prepayment
ABF,DSB0809-001,2023-12-22,0,465.92,USD,416.72,41.93,1.61,,5.45,0.21,0.0,5.45,Prepayment
ABF,DSB1030-008,2023-12-22,2.86,327.7,USD,277.17,40.96,1.22,,5.33,0.16,0.0,0,On Time
ABF,DSB2765-004,2025-04-28,45.53,942.83,USD,797.36,84.85,3.58,,11.03,0.47,0.0,0,Late
ABF,DSB2635-001,2025-02-13,142.03,"1,727.82",USD,"1,463.41",103.67,4.63,,13.48,0.6,0.0,0,Prepayment
ABF,DSB0957-005,2023-11-01,26.48,297.62,USD,251.84,16.07,1.01,,2.09,0.13,0.0,0,On Time
ABF,DSB0924-003,2023-11-01,14.41,210,USD,177.86,15.12,0.57,,1.97,0.07,0.0,0,On Time
ABF,DSB1988-001,2024-07-18,"2,151.11","20,525.85",USD,"17,361.97",821.03,75.22,,106.73,9.78,0.0,0,Prepayment
ABF,DSB2123-009,2024-09-09,20.43,229.5,USD,194.45,12.39,0.55,,1.61,0.07,0.0,0,On Time
ABF,DSB2063-010,2024-09-09,6.72,97.85,USD,82.84,7.05,0.29,,0.92,0.04,0.0,0,On Time
ABF,DSB2123-032,2024-09-09,10.59,119.09,USD,100.9,6.43,0.29,,0.84,0.04,0.0,0,On Time
ABF,DSB2102-021,2024-09-09,22.05,247.86,USD,209.84,13.38,0.75,,1.74,0.1,0.0,0,On Time
ABF,DSB2777-003,2025-03-31,27.9,962.76,USD,871.09,51.99,4.44,,6.76,0.58,0.0,0,Prepayment
ABF,DSB0963-025,2023-11-03,4.54,51.08,USD,43.22,2.76,0.18,,0.36,0.02,0.0,0,On Time
ABF,DSB0948-001,2023-10-21,150.95,"1,696.52",USD,"1,434.05",91.61,7.08,,11.91,0.92,0.0,0,Late
ABF,DSB0480-001,2023-07-11,146.56,"2,135.3",USD,"1,800.01",153.74,13.27,,19.99,1.73,0.0,0,On Time
ABF,DSB0665-001,2023-08-22,9.69,"2,352",USD,"2,132.67",178.75,6.77,,23.24,0.88,0.0,0,On Time
ABF,DSB2618-002,2025-03-10,5.23,597.4,USD,502.48,74.67,4.7,,9.71,0.61,0.0,0,Late
ABF,DSB1500-002,2024-04-01,0,122.61,USD,108.1,12.26,0.58,,1.59,0.08,0.0,78.54,Prepayment
ABF,DSB1523-016,2024-04-15,18.56,270.3,USD,228.69,19.46,0.94,,2.53,0.12,0.0,0,Prepayment
ABF,DSB1256-001,2023-12-15,541.24,"4,445.55",USD,"3,763.72",111.14,13.27,,14.45,1.73,0.0,0,Prepayment
ABF,DSB0751-001,2023-08-17,"1,617.49","15,434.02",USD,"13,058.91",617.36,53.1,,80.26,6.9,0.0,0,Prepayment
