Company,Loan ID,True Payment Date,True Devolution,True Total Payment,True Payment Currency,True Principal Payment,True Interest Payment,True Fee Payment,True Other Payment,True Tax Payment,True Fee Tax Payment,True Rebates,True Outstanding Loan Value,True Payment Status
ABF,DSB2280-033,2024-12-24,0,373.73,USD,327.72,33.64,7.08,,4.37,0.92,0.0,"2,018.64",Late
ABF,DSB0365-012,2023-05-26,15.08,169.5,USD,143.31,9.15,0.68,,1.19,0.09,0.0,0,On Time
ABF,DSB2398-002,2024-12-26,15.2,255,USD,214.49,20.4,2.0,,2.65,0.26,0.0,0,Late
ABF,DSB2569-002,2025-01-23,0,400,USD,375.59,21.6,0.0,,2.81,0,0.0,526.58,Late
ABF,DSB1411-002,2024-04-03,0,"2,147",USD,"1,894.16",214.7,9.05,,27.91,1.18,0.0,27.91,Prepayment
ABF,DSB1777-001,2024-05-24,85.7,784,USD,660.88,28.22,4.89,,3.67,0.64,0.0,0,Prepayment
ABF,DSB2102-032,2024-09-16,18.55,270.3,USD,228.84,19.46,0.81,,2.53,0.11,0.0,0,On Time
ABF,DSB2283-001,2024-11-29,0,"1,387.64",USD,"1,231.52",124.89,13.27,,16.24,1.73,0.0,16.24,Late
ABF,DSB0348-011,2023-05-17,17.77,199.74,USD,169.16,10.79,0.55,,1.4,0.07,0.0,0,On Time
ABF,DSB1757-004,2024-06-20,3.71,100.23,USD,83.94,10.02,1.11,,1.3,0.14,0.0,0,Prepayment
ABF,DSB1816-002,2024-06-20,40.63,456.68,USD,386.41,24.66,1.57,,3.21,0.2,0.0,0,Prepayment
ABF,DSB1716-029,2024-05-31,4.95,72.1,USD,60.94,5.19,0.3,,0.67,0.04,0.0,0,On Time
ABF,DSB1555-006,2024-04-05,4.72,162.72,USD,147.11,8.79,0.85,,1.14,0.11,0.0,0,On Time
ABF,DSB2253-002,2024-10-02,140.85,"1,344",USD,"1,133.83",53.76,7.58,,6.99,0.99,0.0,0,Prepayment
ABF,DSB2546-003,2025-01-10,38.37,431.16,USD,364.63,23.28,1.64,,3.03,0.21,0.0,0,Late
ABF,DSB2247-004,2024-09-27,94.69,"1,533.43",USD,"1,386.26",38.34,8.11,,4.98,1.05,0.0,0,Prepayment
ABF,DSB2160-013,2024-09-23,2.91,32.71,USD,27.68,1.77,0.11,,0.23,0.01,0.0,0,On Time
ABF,DSB2099-001,2024-10-07,166.87,"3,454.88",USD,"2,918.16",310.94,16.36,,40.42,2.13,0.0,0,Prepayment
ABF,DSB1911-002,2024-06-21,20.23,327.7,USD,297.09,8.19,0.99,,1.07,0.13,0.0,0,On Time
ABF,DSB1863-001,2024-06-21,27.13,550,USD,498.39,19.8,1.87,,2.57,0.24,0.0,0,On Time
ABF,DSB1090-002,2023-11-23,11.37,108.48,USD,91.44,4.34,0.68,,0.56,0.09,0.0,0,Prepayment
ABF,DSB0172-009,2023-03-27,44.49,499.97,USD,423.42,27,1.37,,3.51,0.18,0.0,0,On Time
ABF,DSB1853-004,2024-06-19,100.67,960.5,USD,811.43,38.42,4.42,,4.99,0.57,0.0,0,On Time
ABF,DSB1728-001,2024-07-02,409.74,"9,374",USD,"7,905",937.4,0.0,,121.86,0,0.0,0,Prepayment
ABF,DSB0646-007,2023-08-16,5.48,80,USD,67.61,5.76,0.35,,0.75,0.05,0.0,0,Prepayment
ABF,DSB2919-002,2025-05-30,98.98,"3,415.3",USD,"3,095.73",184.43,10.79,,23.98,1.4,0.0,0,Prepayment
ABF,DSB1907-004,2024-07-16,121.22,"1,362.34",USD,"1,149.55",73.57,7.47,,9.56,0.97,0.0,0,On Time
ABF,DSB0733-001,2023-09-30,0,"5,947.2",USD,"5,328.25",535.25,12.5,,69.58,1.62,0.0,69.58,Prepayment
ABF,DSB1909-065,2024-07-15,430.65,"4,839.74",USD,"4,100.22",261.35,11.99,,33.97,1.56,0.0,0,On Time
ABF,DSB1909-008,2024-07-15,8.55,96.13,USD,81.44,5.19,0.24,,0.67,0.03,0.0,0,On Time
ABF,DSB1221-014,2024-01-02,88.04,989.4,USD,837.52,53.43,3.07,,6.95,0.4,0.0,0,On Time
ABF,DSB1386-001,2024-06-12,0,"1,278.52",USD,"1,061.81",191.78,0.0,,24.93,0,0.0,25.59,Prepayment
ABF,DSB0896-002,2024-06-12,0,162.73,USD,131.57,24.41,3.17,,3.17,0.41,0.0,85.85,Prepayment
ABF,DSB0101-002,2023-03-03,56.2,683.65,USD,578.8,41.02,2.04,,5.33,0.26,0.0,0,On Time
ABF,DSB2684-004,2025-02-06,159.24,"1,307.89",USD,"1,106.1",32.7,4.96,,4.25,0.64,0.0,0,Prepayment
ABF,DSB2600-002,2025-02-06,59.79,672,USD,568.41,36.29,2.47,,4.72,0.32,0.0,0,Prepayment
ABF,DSB0527-004,2023-07-19,43.29,630.82,USD,533.98,45.42,1.97,,5.9,0.26,0.0,0,Prepayment
ABF,DSB3033-001,2025-07-17,0,"2,203.29",USD,"2,074.77",92.75,20.98,,12.06,2.73,0.0,0,Late
ABF,DSB2776-003,2025-04-22,5.12,"1,240.96",USD,"1,123.18",94.31,5.39,,12.26,0.7,0.0,0,Late
ABF,DSB1447-003,2024-02-29,27.4,500,USD,446.42,20,3.17,,2.6,0.41,0.0,0,On Time
ABF,DSB2288-026,2024-11-11,46.52,677.66,USD,573.64,48.79,2.1,,6.34,0.27,0.0,0,Late
ABF,DSB1163-005,2024-01-09,29.37,492.8,USD,414.58,39.42,3.81,,5.13,0.49,0.0,0,On Time
ABF,DSB1300-001,2024-01-09,36.15,345.05,USD,291.23,13.8,1.83,,1.79,0.24,0.0,0,On Time
ABF,DSB1282-003,2024-01-09,165.82,"3,362.24",USD,"3,045.83",121.04,12.22,,15.74,1.59,0.0,0,Prepayment
ABF,DSB0264-004,2023-04-21,5.19,58.26,USD,49.31,3.15,0.18,,0.41,0.02,0.0,0,On Time
ABF,DSB2801-004,2025-06-13,38.25,"5,018.5",USD,"4,244.35",632.33,18.91,,82.2,2.46,0.0,0,Late
ABF,DSB2062-003,2024-09-30,0,27.83,USD,23.9,3.48,0.0,,0.45,0,0.0,394.67,Late
ABF,DSB0944-002,2023-11-24,3.13,84.75,USD,71.27,8.47,0.68,,1.1,0.09,0.0,0,On Time
ABF,DSB0902-001,2023-11-24,0,163.8,USD,130.04,24.57,5.31,,3.19,0.69,0.0,248.16,Prepayment
ABF,DSB0103-002,2023-02-11,313.64,"5,079.07",USD,"4,604.29",126.98,15.63,,16.51,2.03,0.0,0,On Time
ABF,DSB0385-004,2023-05-30,39.3,441.68,USD,373.78,23.85,1.46,,3.1,0.19,0.0,0,On Time
ABF,DSB2152-001,2024-08-22,409.06,"3,359.88",USD,"2,840.9",84,13.27,,10.92,1.73,0.0,0,Prepayment
ABF,DSB0498-002,2023-07-05,53.04,596.01,USD,503.19,32.18,3.02,,4.18,0.39,0.0,0,Prepayment
ABF,DSB1617-002,2024-08-23,0,372.9,USD,304.8,55.94,4.33,,7.27,0.56,0.0,7.28,Prepayment
ABF,DSB2161-006,2024-10-08,0,22.97,USD,17.26,1.75,3.31,,0.23,0.43,0.0,733.36,Prepayment
ABF,DSB1176-001,2023-12-20,16.65,255,USD,212.2,19.13,4.02,,2.49,0.52,0.0,0,Prepayment
ABF,DSB0455-001,2023-06-29,27.21,938.67,USD,849.9,50.69,3.79,,6.59,0.49,0.0,0,Prepayment
ABF,DSB1642-053,2024-05-06,38.1,428.24,USD,362.54,23.12,1.3,,3.01,0.17,0.0,0,On Time
ABF,DSB0331-015,2023-06-06,76.88,"1,120",USD,947.6,80.64,3.89,,10.48,0.51,0.0,0,Prepayment
ABF,DSB2968-002,2025-07-10,11.68,196,USD,164.46,15.68,1.89,,2.04,0.25,0.0,0,Late
ABF,DSB0296-007,2023-04-13,35.24,714.34,USD,647.41,25.72,2.33,,3.34,0.3,0.0,0,On Time
ABF,DSB3035-001,2025-07-29,0,947.7,USD,879.82,51.17,8.9,,6.65,1.16,0.0,0,Prepayment
ABF,DSB0317-003,2023-05-08,21.62,242.95,USD,205.59,13.12,0.81,,1.71,0.11,0.0,0,Prepayment
ABF,DSB0228-014,2023-04-14,69.49,780.97,USD,660.45,42.17,2.99,,5.48,0.39,0.0,0,On Time
ABF,DSB0431-001,2023-06-20,237.68,"3,462.79",USD,"2,927.65",249.32,13.92,,32.41,1.81,0.0,0,Prepayment
ABF,DSB1365-007,2024-02-12,11.34,127.5,USD,107.89,6.88,0.43,,0.9,0.06,0.0,0,Prepayment
ABF,DSB0070-001,2023-02-24,299.21,"3,640",USD,"3,082.73",218.4,9.97,,28.39,1.3,0.0,0,On Time
ABF,DSB2804-042,2025-04-25,57.37,835.87,USD,707.41,60.18,2.73,,7.82,0.35,0.0,0,On Time
ABF,DSB1611-001,2024-04-17,58.64,627.2,USD,523.12,31.36,8.85,,4.08,1.15,0.0,0,Prepayment
ABF,DSB2558-004,2025-02-18,69.83,"1,887.2",USD,"1,596.45",188.72,6.79,,24.53,0.88,0.0,0,Prepayment
ABF,DSB2622-040,2025-02-14,48.1,540.6,USD,457.43,29.19,1.84,,3.8,0.24,0.0,0,On Time
ABF,DSB2604-019,2025-02-14,43.99,640.85,USD,542.74,46.14,1.75,,6,0.23,0.0,0,Late
ABF,DSB1333-037,2024-02-09,65.21,732.83,USD,620.23,39.57,2.36,,5.14,0.31,0.0,0,On Time
ABF,DSB1433-001,2024-02-23,845.24,"9,040",USD,"7,654",452,26.55,,58.76,3.45,0.0,0,On Time
ABF,DSB2488-002,2024-12-30,5.6,62.94,USD,53.05,3.4,0.4,,0.44,0.05,0.0,0,Late
ABF,DSB2177-001,2024-09-25,116.5,"1,785.4",USD,"1,502.59",133.91,13.27,,17.41,1.73,0.0,0,Prepayment
ABF,DSB2892-001,2025-04-28,157.28,"1,500.8",USD,"1,260.68",60.03,13.27,,7.8,1.73,0.0,0,Late
ABF,DSB2959-002,2025-06-18,39.76,"1,372",USD,"1,241.84",74.09,5.91,,9.63,0.77,0.0,0,Prepayment
ABF,DSB0154-004,2023-03-13,"1,556.06","31,550.4",USD,"28,639.27","1,135.81",63.36,,147.66,8.24,0.0,0,On Time
ABF,DSB1958-001,2024-07-18,130.27,"1,243",USD,"1,047.26",49.72,8.22,,6.46,1.07,0.0,0,On Time
ABF,DSB0640-001,2023-07-28,35.53,339,USD,283.86,13.56,3.8,,1.76,0.49,0.0,0,Prepayment
ABF,DSB2114-003,2024-09-09,4.22,47.46,USD,40.19,2.56,0.13,,0.33,0.02,0.0,0,On Time
ABF,DSB2114-001,2024-09-09,60.05,674.79,USD,571.44,36.44,1.88,,4.74,0.24,0.0,0,On Time
ABF,DSB2113-001,2024-09-18,2.01,54.35,USD,45.96,5.43,0.21,,0.71,0.03,0.0,0,Prepayment
ABF,DSB1463-005,2024-03-05,107.46,982.96,USD,831.95,35.39,3.15,,4.6,0.41,0.0,0,Prepayment
ABF,DSB1184-001,2023-12-15,91.92,877.13,USD,740.93,35.09,4.1,,4.56,0.53,0.0,0,On Time
ABF,DSB0654-001,2023-09-02,25.45,"6,177.75",USD,"5,591.75",469.51,26.55,,61.04,3.45,0.0,0,Prepayment
ABF,DSB2696-045,2025-03-07,14.98,168.3,USD,142.53,9.09,0.46,,1.18,0.06,0.0,0,Late
ABF,DSB2696-038,2025-03-07,78.92,887.05,USD,751.25,47.9,2.43,,6.23,0.32,0.0,0,Late
ABF,DSB1181-006,2023-12-08,5.53,112,USD,101.53,4.03,0.34,,0.52,0.04,0.0,0,On Time
ABF,DSB1137-005,2023-12-08,80.12,732.83,USD,619.91,26.38,2.65,,3.43,0.34,0.0,0,On Time
ABF,DSB0545-001,2023-07-25,404.09,"6,780",USD,"5,733",542.4,26.55,,70.51,3.45,0.0,0,Prepayment
ABF,DSB2394-052,2024-11-28,28.56,321.01,USD,271.9,17.33,0.85,,2.25,0.11,0.0,0,Prepayment
ABF,DSB2394-023,2024-11-28,68.07,765,USD,647.97,41.31,2.02,,5.37,0.26,0.0,0,Prepayment
ABF,DSB2105-007,2024-09-10,43.27,526.4,USD,445.76,31.58,1.49,,4.11,0.19,0.0,0,On Time
ABF,DSB2006-001,2024-07-19,349.76,"3,740.85",USD,"3,164.73",187.04,13.27,,24.32,1.73,0.0,0,Prepayment
ABF,DSB2869-008,2025-07-01,5.13,673.2,USD,572.22,84.82,0.0,,11.03,0,0.0,0,Late
ABF,DSB2869-012,2025-07-01,0.14,18.08,USD,15.37,2.28,0.0,,0.3,0,0.0,0,Late
ABF,DSB2688-001,2025-03-24,80.25,"1,169.21",USD,978.83,84.18,13.27,,10.94,1.73,0.0,0,Late
ABF,DSB0303-002,2023-06-09,0,"1,000",USD,882.05,100,4.38,,13,0.57,0.0,13,On Time
ABF,DSB1648-009,2024-04-22,50.29,880.25,USD,794.15,31.69,0.0,,4.12,0,0.0,0,Prepayment
ABF,DSB1640-006,2024-04-22,27.34,250,USD,211.5,9,0.88,,1.17,0.11,0.0,0,Prepayment
ABF,DSB1640-003,2024-04-22,36.23,331.5,USD,280.46,11.93,1.17,,1.55,0.15,0.0,0,Prepayment
ABF,DSB1737-002,2024-08-25,0,236.73,USD,196.6,35.51,0.0,,4.62,0,0.0,124.49,Prepayment
ABF,DSB1704-001,2024-07-05,0,"3,513.95",USD,"3,141.58",316.26,13.27,,41.11,1.73,0.0,119.42,Prepayment
ABF,DSB1893-002,2024-07-05,51.78,"1,786.53",USD,"1,619.74",96.47,5.31,,12.54,0.69,0.0,0,Prepayment
ABF,DSB0456-020,2023-06-23,40.2,451.83,USD,381.79,24.4,2.01,,3.17,0.26,0.0,0,On Time
ABF,DSB0311-001,2023-05-03,76.93,"2,654.26",USD,"2,405.18",143.33,9.02,,18.63,1.17,0.0,0,On Time
ABF,DSB0311-003,2023-05-03,28.08,968.75,USD,877.84,52.31,3.29,,6.8,0.43,0.0,0,On Time
ABF,DSB0314-002,2023-04-25,9.94,201.6,USD,182.73,7.26,0.65,,0.94,0.08,0.0,0,On Time
ABF,DSB0012-010,2023-02-09,34.53,388,USD,327.78,20.95,1.78,,2.72,0.23,0.0,0,On Time
ABF,DSB0110-001,2023-02-09,509.16,"4,182",USD,"3,539.7",104.55,13.27,,13.59,1.73,0.0,0,Prepayment
ABF,DSB0331-005,2023-05-25,59.8,672,USD,568.56,36.29,2.33,,4.72,0.3,0.0,0,Prepayment
ABF,DSB1366-001,2024-02-02,0,"8,000",USD,"7,614.56",288,53.1,,37.44,6.9,0.0,"9,797.97",Prepayment
ABF,DSB2868-005,2025-05-06,13.92,479.9,USD,434.76,25.91,1.72,,3.37,0.22,0.0,0,Prepayment
ABF,DSB1781-001,2024-07-30,0,"1,229.38",USD,"1,097.13",110.64,6.39,,14.38,0.83,0.0,14.38,Prepayment
ABF,DSB1167-006,2024-01-27,2.61,298.7,USD,252.88,37.34,0.9,,4.85,0.12,0.0,0,On Time
ABF,DSB0752-018,2023-09-14,26.1,380.25,USD,321.8,27.38,1.25,,3.56,0.16,0.0,0,On Time
ABF,DSB0778-001,2023-09-14,65.57,736.99,USD,624.04,39.8,2.13,,5.17,0.28,0.0,0,On Time
ABF,DSB0214-005,2023-03-25,14.62,139.56,USD,118.18,5.58,0.4,,0.73,0.05,0.0,0,Late
ABF,DSB0386-013,2023-05-23,129.55,"1,456",USD,"1,233.05",78.62,4.03,,10.22,0.52,0.0,0,Prepayment
ABF,DSB1291-007,2024-01-05,16.44,150.29,USD,127.04,5.41,0.62,,0.7,0.08,0.0,0,On Time
ABF,DSB0582-001,2023-07-08,70.99,677.44,USD,572.08,27.1,3.32,,3.52,0.43,0.0,0,Late
ABF,DSB0089-008,2023-03-15,3.36,812,USD,736.28,61.71,2.33,,8.02,0.3,0.0,0,Prepayment
ABF,DSB1023-001,2023-11-21,5.96,66.95,USD,56.7,3.62,0.18,,0.47,0.02,0.0,0,Prepayment
ABF,DSB2591-002,2025-03-13,12.59,450.2,USD,381.46,48.62,1.07,,6.32,0.14,0.0,0,Late
ABF,DSB2712-001,2025-03-13,226.25,"2,542.59",USD,"2,153.52",137.3,6.79,,17.85,0.88,0.0,0,Late
ABF,DSB1573-001,2024-03-26,15.4,146.9,USD,123.71,5.88,1.02,,0.76,0.13,0.0,0,Prepayment
ABF,DSB2991-002,2025-07-25,252.12,"3,672.86",USD,"3,108.07",264.45,12.26,,34.38,1.59,0.0,0,On Time
ABF,DSB1522-003,2024-04-12,3.09,44.92,USD,38.04,3.23,0.12,,0.42,0.02,0.0,0,On Time
ABF,DSB1272-001,2024-01-25,0,"1,707",USD,"1,547.33",128.03,13.27,,16.64,1.73,0.0,139.66,Prepayment
ABF,DSB0320-002,2023-05-22,19.96,290.7,USD,246.02,20.93,0.95,,2.72,0.12,0.0,0,On Time
ABF,DSB2609-001,2025-01-17,117.11,"1,071.24",USD,906.22,38.56,3.83,,5.01,0.5,0.0,0,Prepayment
ABF,DSB2295-001,2024-12-16,0,"1,000",USD,834.4,120,26.55,,15.6,3.45,0.0,"3,556.87",Late
ABF,DSB0616-001,2023-08-18,"1,948.41","28,386.04",USD,"24,043.14","2,043.79",75.22,,265.69,9.78,0.0,0,On Time
ABF,DSB0945-001,2023-10-05,18.62,377.5,USD,340.2,13.59,2.94,,1.77,0.38,0.0,0,Prepayment
ABF,DSB2656-001,2025-03-26,31.03,838.6,USD,702.81,83.86,8.85,,10.9,1.15,0.0,0,Late
ABF,DSB1294-007,2024-01-22,25.97,896,USD,812.04,48.38,2.94,,6.29,0.38,0.0,0,Prepayment
ABF,DSB2698-001,2025-04-03,30.89,834.95,USD,699.71,83.5,8.85,,10.85,1.15,0.0,0,Prepayment
ABF,DSB0781-006,2023-09-18,142.03,"1,596.11",USD,"1,348.24",86.19,7.48,,11.2,0.97,0.0,0,Prepayment
ABF,DSB1024-001,2024-04-08,0,15.91,USD,13.21,2.39,0.0,,0.31,0,0.0,9.87,Prepayment
ABF,DSB2025-026,2024-08-07,3.95,36.05,USD,30.51,1.3,0.11,,0.17,0.01,0.0,0,Prepayment
ABF,DSB0824-006,2023-09-19,50.36,54.02,USD,0,3.24,0.0,,0.42,0,0.0,0,On Time
ABF,DSB2475-006,2025-04-04,0,629.6,USD,520.74,94.44,1.89,,12.28,0.25,0.0,43.82,Late
ABF,DSB1258-002,2024-01-24,65.84,959.28,USD,812.32,69.07,2.72,,8.98,0.35,0.0,0,Prepayment
ABF,DSB1481-001,2024-03-08,120.74,"1,152.13",USD,965.05,46.09,12.62,,5.99,1.64,0.0,0,On Time
ABF,DSB2450-004,2025-01-13,0,672,USD,601.49,60.48,1.92,,7.86,0.25,0.0,7.86,Prepayment
ABF,DSB0515-004,2023-07-20,24.49,"5,947.2",USD,"5,396.41",451.99,13.76,,58.76,1.79,0.0,0,Prepayment
ABF,DSB2816-001,2025-05-16,928.26,"19,218.51",USD,"16,275.73","1,729.67",53.1,,224.86,6.9,0.0,0,Late
ABF,DSB1860-042,2024-07-08,43.16,485.06,USD,410.35,26.19,1.73,,3.41,0.22,0.0,0,On Time
ABF,DSB2061-001,2024-08-02,694.99,"5,708.41",USD,"4,832.11",142.71,17.74,,18.55,2.31,0.0,0,Prepayment
ABF,DSB0895-004,2023-09-08,145.77,"1,197.36",USD,"1,012.24",29.93,4.88,,3.89,0.64,0.0,0,Prepayment
ABF,DSB1911-019,2024-08-19,0,141.18,USD,126.82,12.71,0.0,,1.65,0,0.0,98.79,Prepayment
ABF,DSB0260-006,2023-05-04,15.44,224.99,USD,190.42,16.2,0.73,,2.11,0.09,0.0,0,Prepayment
ABF,DSB1240-001,2024-01-31,324.11,"4,721.96",USD,"3,998.67",339.98,13.27,,44.2,1.73,0.0,0,Prepayment
ABF,DSB1703-042,2024-05-31,3.18,46.35,USD,39.25,3.34,0.13,,0.43,0.02,0.0,0,On Time
ABF,DSB1716-036,2024-05-31,30.27,440.89,USD,372.66,31.74,1.85,,4.13,0.24,0.0,0,On Time
ABF,DSB1635-003,2024-04-05,43.03,696.82,USD,631.82,17.42,2.02,,2.26,0.26,0.0,0,Prepayment
ABF,DSB0138-001,2023-02-21,"1,439.23","11,821.19",USD,"10,000.01",295.53,42.48,,38.42,5.52,0.0,0,Prepayment
ABF,DSB2900-002,2025-05-15,145.43,"2,228.8",USD,"1,883.63",167.16,9.6,,21.73,1.25,0.0,0,Prepayment
ABF,DSB2443-026,2024-12-13,5.95,66.95,USD,56.7,3.62,0.19,,0.47,0.02,0.0,0,On Time
ABF,DSB1911-003,2024-07-02,15.93,323.18,USD,292.99,11.63,0.98,,1.51,0.13,0.0,0,On Time
ABF,DSB1854-003,2024-07-02,85.47,960.5,USD,812.99,51.87,3.04,,6.74,0.39,0.0,0,On Time
ABF,DSB2218-075,2024-10-21,84.18,946,USD,802.27,51.08,1.62,,6.64,0.21,0.0,0,Late
ABF,DSB0203-007,2023-03-17,64.12,"1,300",USD,"1,177.91",46.8,4.5,,6.08,0.59,0.0,0,On Time
ABF,DSB0625-005,2023-08-24,40.83,"9,912",USD,"9,000.92",753.31,16.82,,97.93,2.19,0.0,0,On Time
ABF,DSB0625-006,2023-08-24,40.83,"9,912",USD,"9,000.92",753.31,16.82,,97.93,2.19,0.0,0,On Time
ABF,DSB2934-002,2025-05-30,13.04,450,USD,407.94,24.3,1.38,,3.16,0.18,0.0,0,Prepayment
ABF,DSB1474-001,2024-02-14,255.54,"3,561.6",USD,"3,190.44",89.04,13.27,,11.58,1.73,0.0,0,Prepayment
ABF,DSB0075-002,2023-02-04,280,"4,534.35",USD,"4,108.06",113.36,16.1,,14.74,2.09,0.0,0,On Time
ABF,DSB1909-027,2024-07-15,99.17,"1,114.53",USD,944.23,60.18,2.76,,7.82,0.36,0.0,0,On Time
ABF,DSB2257-014,2024-10-25,154.83,"1,740.2",USD,"1,472.69",93.97,5.74,,12.22,0.75,0.0,0,On Time
ABF,DSB2257-020,2024-10-25,44.02,494.7,USD,418.65,26.71,1.63,,3.47,0.21,0.0,0,On Time
ABF,DSB0887-002,2023-10-16,6.03,73.45,USD,61.41,4.41,0.91,,0.57,0.12,0.0,0,Prepayment
ABF,DSB0862-007,2023-10-16,28.69,418,USD,353.13,30.1,1.92,,3.91,0.25,0.0,0,On Time
ABF,DSB0841-004,2023-11-20,36.62,"1,309.56",USD,"1,103.65",141.43,8.38,,18.39,1.09,0.0,0,On Time
ABF,DSB1925-001,2024-07-24,79.53,"1,218.9",USD,"1,021.07",91.42,13.27,,11.88,1.73,0.0,0,On Time
ABF,DSB2282-003,2024-10-10,265.74,"2,535.66",USD,"2,145.8",101.43,8.42,,13.19,1.09,0.0,0,Prepayment
ABF,DSB0485-001,2023-07-29,0,"3,155.16",USD,"2,798.63",315.52,0.0,,41.02,0,0.0,"5,048.95",Prepayment
ABF,DSB0226-001,2023-04-01,134.53,"1,283.77",USD,"1,081.42",51.35,8.66,,6.68,1.13,0.0,0,Prepayment
ABF,DSB1213-001,2024-01-30,3.82,436.8,USD,361.28,54.6,8.85,,7.1,1.15,0.0,0,On Time
ABF,DSB2288-048,2024-11-11,6.01,87.55,USD,74.11,6.3,0.27,,0.82,0.04,0.0,0,Late
ABF,DSB1510-002,2024-03-15,49.71,"1,008",USD,910.76,36.29,5.77,,4.72,0.75,0.0,0,On Time
ABF,DSB1418-031,2024-03-15,57.23,833.86,USD,706.36,60.04,2.15,,7.8,0.28,0.0,0,On Time
ABF,DSB0239-003,2023-04-21,59.83,728,USD,616.48,43.68,2.06,,5.68,0.27,0.0,0,On Time
ABF,DSB0319-012,2023-05-19,6.21,90.4,USD,76.5,6.51,0.3,,0.85,0.04,0.0,0,On Time
ABF,DSB1040-001,2023-11-14,727.27,"6,939.56",USD,"5,868.62",277.58,26.55,,36.09,3.45,0.0,0,On Time
ABF,DSB2169-001,2024-09-30,236.2,"2,873.49",USD,"2,427.47",172.41,13.27,,22.41,1.73,0.0,0,Prepayment
ABF,DSB1011-003,2023-11-24,197.98,"2,408.5",USD,"2,035.29",144.51,10.56,,18.79,1.37,0.0,0,On Time
ABF,DSB0736-002,2023-09-11,281.13,"4,095.64",USD,"3,465.01",294.89,14.41,,38.34,1.87,0.0,0,On Time
ABF,DSB0373-003,2023-07-05,29.67,"2,060.25",USD,"1,743.9",247.23,6.47,,32.14,0.84,0.0,0,Prepayment
ABF,DSB2841-007,2025-05-23,19.86,410.96,USD,347.46,36.99,1.64,,4.81,0.21,0.0,0,Prepayment
ABF,DSB1617-001,2024-08-23,0,237.3,USD,193.97,35.59,2.75,,4.63,0.36,0.0,4.62,Prepayment
ABF,DSB0021-002,2023-02-15,65.26,733.39,USD,619.87,39.6,3.11,,5.15,0.4,0.0,0,On Time
ABF,DSB1642-030,2024-05-06,6.41,72.1,USD,61.04,3.89,0.22,,0.51,0.03,0.0,0,On Time
ABF,DSB1992-003,2024-06-28,98.9,"1,601.42",USD,"1,452.03",40.04,4.65,,5.2,0.6,0.0,0,Prepayment
ABF,DSB2997-001,2025-07-10,101.63,258.55,USD,139.39,15.51,0.0,,2.02,0,0.0,0,Prepayment
ABF,DSB0819-004,2023-09-25,46.29,520.2,USD,440.51,28.09,1.47,,3.65,0.19,0.0,0,On Time
ABF,DSB1159-001,2025-05-09,0,"1,669.09",USD,"1,499.34",150.22,0.0,,19.53,0,0.0,"20,804.29",Late
ABF,DSB2491-002,2025-03-11,0,601.24,USD,496.75,90.19,2.28,,11.72,0.3,0.0,11.72,Late
ABF,DSB2438-001,2025-01-31,0,26.25,USD,8.58,3.15,12.49,,0.41,1.62,0.0,"1,398.23",Late
ABF,DSB2470-003,2024-12-06,12.43,252,USD,228.35,9.07,0.86,,1.18,0.11,0.0,0,On Time
ABF,DSB1332-006,2024-02-12,52.59,766.14,USD,648.55,55.16,2.36,,7.17,0.31,0.0,0,On Time
ABF,DSB0054-001,2023-02-24,52.28,587.6,USD,497.61,31.73,1.64,,4.12,0.21,0.0,0,On Time
ABF,DSB0123-005,2023-02-22,17.58,356.43,USD,322.9,12.83,1.28,,1.67,0.17,0.0,0,Prepayment
ABF,DSB0896-002,2024-07-22,0,97.26,USD,80.77,14.59,0.0,,1.9,0,0.0,5.08,Prepayment
ABF,DSB2550-001,2024-12-12,186.63,"2,601.17",USD,"2,326.06",65.03,13.27,,8.45,1.73,0.0,0,Prepayment
ABF,DSB2804-030,2025-04-25,46.7,680.44,USD,575.87,48.99,2.22,,6.37,0.29,0.0,0,On Time
ABF,DSB0027-003,2023-01-30,13.75,279,USD,252.89,10.04,0.89,,1.31,0.12,0.0,0,On Time
ABF,DSB1245-023,2024-01-03,2.51,22.88,USD,19.36,0.82,0.07,,0.11,0.01,0.0,0,Prepayment
ABF,DSB0196-007,2023-04-18,21.66,315.6,USD,266.42,22.72,1.63,,2.95,0.21,0.0,0,Prepayment
ABF,DSB0070-002,2023-04-18,17.34,"1,204",USD,"1,019.67",144.48,3.3,,18.78,0.43,0.0,0,Prepayment
ABF,DSB1333-025,2024-02-09,7.03,79.1,USD,66.95,4.27,0.26,,0.56,0.03,0.0,0,On Time
ABF,DSB0940-001,2023-10-04,50.79,543.2,USD,454.41,27.16,6.47,,3.53,0.84,0.0,0,On Time
ABF,DSB2897-001,2025-04-29,614.18,"6,568.8",USD,"5,563.48",328.44,17.7,,42.7,2.3,0.0,0,Prepayment
ABF,DSB0853-009,2023-10-20,9.1,132.57,USD,112.08,9.55,0.53,,1.24,0.07,0.0,0,On Time
ABF,DSB2957-001,2025-07-09,15.08,"1,725.07",USD,"1,453.49",215.63,11.35,,28.03,1.48,0.0,0,Prepayment
ABF,DSB0774-002,2024-10-03,0,0.01,USD,0.01,0,0.0,,0,0,0.0,2.98,Late
ABF,DSB2575-002,2025-02-13,0.52,125,USD,113.14,9.5,0.54,,1.24,0.07,0.0,0,Prepayment
